Adobe After Effects 8.0 Keyframe Data

	Units Per Second	29.97
	Source Width	1920
	Source Height	960
	Source Pixel Aspect Ratio	1
	Comp Pixel Aspect Ratio	1

Motion Trackers	Tracker #1	Track Point #1	Feature Center
	Frame	X pixels	Y pixels	
	848	952.586	565.336	
	849	951.91	564.664	
	850	951.457	564.188	
	851	950.895	563.75	
	852	950.461	563.281	
	853	950.172	562.766	
	854	949.773	562.273	
	855	949.27	561.797	
	856	948.605	561.258	
	857	948.031	560.742	
	858	947.152	560.297	
	859	946.266	559.805	
	860	945.953	559.348	
	861	945.625	559.078	
	862	945.348	558.703	
	863	945.242	558.336	
	864	945.063	558.145	
	865	944.621	557.805	
	866	944.332	557.457	
	867	944.211	557.164	
	868	943.988	556.875	
	869	943.633	556.48	
	870	943.371	556.168	
	871	943.238	555.902	
	872	943.012	555.508	
	873	942.723	555.18	
	874	942.488	554.98	
	875	942.359	554.629	
	876	942.148	554.313	
	877	941.91	554.059	
	878	941.469	553.734	
	879	941.301	553.395	
	880	941.109	553.121	
	881	940.902	552.813	
	882	940.5	552.473	
	883	940.332	552.16	
	884	940.16	551.875	
	885	939.953	551.516	
	886	939.527	551.145	
	887	939.367	550.887	
	888	939.18	550.512	
	889	938.742	550.219	
	890	938.465	549.914	
	891	938.309	549.695	
	892	938.063	549.484	
	893	937.742	549.285	
	894	937.461	549.07	
	895	937.285	548.863	
	896	936.82	548.602	
	897	936.406	548.41	
	898	936.742	548.313	
	899	937.117	548.23	
	900	937.301	548.109	
	901	937.594	547.977	
	902	937.941	547.898	
	903	937.355	548.168	
	904	937.199	548.398	
	905	936.664	548.625	
	906	936.309	549.004	
	907	936.109	549.27	
	908	935.461	549.508	
	909	935.215	549.672	
	910	934.742	550.117	
	911	934.297	550.387	
	912	934.008	550.633	
	913	933.41	551.004	
	914	933.242	551.32	
	915	932.879	551.582	
	916	932.449	551.887	
	917	932.242	552.238	
	918	931.711	552.473	
	919	931.402	552.871	
	920	931.113	553.184	
	921	930.715	553.574	
	922	930.508	553.938	
	923	930.324	554.34	
	924	929.707	554.75	
	925	929.52	555.223	
	926	929.387	555.656	
	927	928.676	556.219	
	928	928.59	556.773	
	929	928.418	557.371	
	930	927.992	558.176	
	931	927.605	558.883	
	932	927.387	559.563	
	933	927.316	560.328	
	934	927.23	560.797	
	935	926.891	561.434	
	936	926.758	561.973	
	937	926.5	562.559	
	938	926.336	563.254	
	939	925.957	563.613	
	940	925.902	564.234	
	941	925.508	564.582	
	942	925.348	564.977	
	943	925.07	565.379	
	944	924.613	565.832	
	945	924.395	566.191	
	946	924.004	566.605	
	947	923.453	566.957	
	948	923.176	567.434	
	949	922.641	567.855	
	950	922.398	568.039	
	951	922.18	568.543	
	952	921.559	568.883	
	953	921.301	569.051	
	954	920.836	569.563	
	955	920.395	569.863	
	956	920.07	570.012	
	957	919.395	570.609	
	958	915.57	570.98	
	959	915.27	571.145	
	960	914.754	571.664	
	961	914.563	571.813	
	962	914.09	571.973	
	963	913.652	572.246	
	964	913.191	572.379	
	965	912.535	572.543	
	966	912.125	572.969	
	967	911.512	573.211	
	968	911.016	573.211	
	969	910.582	573.266	
	970	910.129	573.332	
	971	909.844	573.324	
	972	909.406	573.352	
	973	908.977	573.266	
	974	908.52	573.254	
	975	908.094	573.32	
	976	907.793	573.266	
	977	907.32	573.039	
	978	907.031	572.832	
	979	906.586	572.637	
	980	906.262	572.512	
	981	905.637	572.398	
	982	905.191	572.297	
	983	904.586	572.203	
	984	904.164	572.098	
	985	903.602	571.98	
	986	903.168	571.855	
	987	902.609	571.785	
	988	902.141	571.719	
	989	901.563	571.594	
	990	901.016	571.406	
	991	900.398	571.211	
	992	899.871	570.996	
	993	899.363	570.781	
	994	898.715	570.539	
	995	898.473	570.434	
	996	898.566	570.352	
	997	899.063	570.254	
	998	899.371	570.184	
	999	899.637	570.117	
	1000	899.699	569.891	
	1001	899.777	569.551	
	1002	900.098	569.051	
	1003	896.457	575.617	
	1004	895.887	575.469	
	1005	895.461	575.32	
	1006	894.855	575.195	
	1007	894.371	575.09	
	1008	893.789	574.965	
	1009	893.371	574.973	
	1010	892.984	574.973	
	1011	892.395	574.984	
	1012	892.008	574.965	
	1013	891.328	574.961	
	1014	891.02	574.965	
	1015	890.387	574.996	
	1016	890.199	575.039	
	1017	889.512	575.047	
	1018	889.246	575.098	
	1019	888.633	575.098	
	1020	888.328	575.152	
	1021	887.676	575.16	
	1022	887.313	575.23	
	1023	886.734	575.258	
	1024	886.293	575.344	
	1025	885.82	575.391	
	1026	885.301	575.469	
	1027	884.938	575.516	
	1028	884.309	575.59	
	1029	884.039	575.668	
	1030	883.336	575.703	
	1031	883.164	575.758	
	1032	882.371	575.754	
	1033	882.164	575.781	
	1034	881.363	575.828	
	1035	881.238	575.906	
	1036	880.473	575.938	
	1037	879.965	575.832	
	1038	879.402	575.887	
	1039	879.008	575.918	
	1040	878.484	575.945	
	1041	878.039	575.98	
	1042	877.563	576.027	
	1043	877.066	576.078	
	1044	876.66	576.113	
	1045	876.105	576.164	
	1046	875.758	576.223	
	1047	875.035	576.246	
	1048	874.348	576.301	
	1049	873.832	576.359	
	1050	873.063	576.367	
	1051	872.387	576.438	
	1052	871.895	576.469	
	1053	871.113	576.504	
	1054	870.469	576.527	
	1055	870.258	576.379	
	1056	870.984	576.297	
	1057	871.586	576.223	
	1058	872.176	576.16	
	1059	872.938	576.098	
	1060	873.473	576.043	
	1061	874.105	576.008	
	1062	874.887	575.961	
	1063	875.41	575.926	
	1064	876.051	575.891	
	1065	876.809	575.867	
	1066	877.332	575.82	
	1067	878.023	575.805	
	1068	878.719	575.777	
	1069	879.27	575.73	
	1070	879.992	575.68	
	1071	880.59	575.637	
	1072	881.168	575.586	
	1073	881.93	575.531	
	1074	882.465	575.457	
	1075	882.922	575.262	
	1076	883.684	575.254	
	1077	884.234	575.195	
	1078	884.871	575.129	
	1079	885.613	575.117	
	1080	886.145	575.059	
	1081	886.828	575	
